Konten,cleaned_text,tokens,stemmed_tokens,stemmed_text
"Dalam melakukan rekayasa cuaca, Kent mengatakan Pemprov DKI Jakarta harus memenuhi syarat formil dahulu dengan menetapkan kondisi tanggap darurat bencana.",dalam melakukan rekayasa cuaca kent mengatakan pemprov dki jakarta harus memenuhi syarat formil dahulu dengan menetapkan kondisi tanggap darurat bencana,"['rekayasa', 'cuaca', 'kent', 'pemprov', 'dki', 'jakarta', 'memenuhi', 'syarat', 'formil', 'menetapkan', 'kondisi', 'tanggap', 'darurat', 'bencana']","['rekayasa', 'cuaca', 'kent', 'pemprov', 'dki', 'jakarta', 'penuh', 'syarat', 'formil', 'tetap', 'kondisi', 'tanggap', 'darurat', 'bencana']",rekayasa cuaca kent pemprov dki jakarta penuh syarat formil tetap kondisi tanggap darurat bencana
"Pj Gubernur DKI Jakarta Heru Budi Hartono meminta BPBD melakukan rekayasa cuaca. Menurutnya, rekayasa cuaca dapat membantu mengatasi polusi udara di Jakarta.",pj gubernur dki jakarta heru budi hartono meminta bpbd melakukan rekayasa cuaca menurutnya rekayasa cuaca dapat membantu mengatasi polusi udara  jakarta,"['pj', 'gubernur', 'dki', 'jakarta', 'heru', 'budi', 'hartono', 'bpbd', 'rekayasa', 'cuaca', 'menurutnya', 'rekayasa', 'cuaca', 'membantu', 'mengatasi', 'polusi', 'udara', 'jakarta']","['pj', 'gubernur', 'dki', 'jakarta', 'heru', 'budi', 'hartono', 'bpbd', 'rekayasa', 'cuaca', 'turut', 'rekayasa', 'cuaca', 'bantu', 'atas', 'polusi', 'udara', 'jakarta']",pj gubernur dki jakarta heru budi hartono bpbd rekayasa cuaca turut rekayasa cuaca bantu atas polusi udara jakarta
Polda Metro menanam 10 ribu pohon di Jakarta Raya dalam rangka HUT ke-78 Bhayangkara. Kegiatan ini sekaligus dilakukan untuk mengurangi polusi udara.,polda metro menanam ribu pohon  jakarta raya dalam rangka hut ke bhayangkara kegiatan  sekaligus dilakukan untuk mengurangi polusi udara,"['polda', 'metro', 'menanam', 'ribu', 'pohon', 'jakarta', 'raya', 'rangka', 'hut', 'bhayangkara', 'kegiatan', 'mengurangi', 'polusi', 'udara']","['polda', 'metro', 'tanam', 'ribu', 'pohon', 'jakarta', 'raya', 'rangka', 'hut', 'bhayangkara', 'giat', 'kurang', 'polusi', 'udara']",polda metro tanam ribu pohon jakarta raya rangka hut bhayangkara giat kurang polusi udara
Motor berusia tua dan kendaraan diesel yang memiliki emisi tinggi akan dilarang melintas.,motor berusia tua  kendaraan diesel  memiliki emisi tinggi akan dilarang melintas,"['motor', 'berusia', 'tua', 'kendaraan', 'diesel', 'memiliki', 'emisi', 'dilarang', 'melintas']","['motor', 'usia', 'tua', 'kendara', 'diesel', 'milik', 'emisi', 'larang', 'lintas']",motor usia tua kendara diesel milik emisi larang lintas
"Lebih dari sekadar pengembangan massa otot, latihan beban telah terbukti memiliki dampak positif yang luas pada kesehatan fisik dan mental.",lebih dari sekadar pengembangan massa otot latihan beban telah terbukti memiliki dampak positif  luas pada kesehatan fisik  mental,"['pengembangan', 'massa', 'otot', 'latihan', 'beban', 'terbukti', 'memiliki', 'dampak', 'positif', 'luas', 'kesehatan', 'fisik', 'mental']","['kembang', 'massa', 'otot', 'latih', 'beban', 'bukti', 'milik', 'dampak', 'positif', 'luas', 'sehat', 'fisik', 'mental']",kembang massa otot latih beban bukti milik dampak positif luas sehat fisik mental
"Mengingat tren pencemaran udara Jakarta dan sekitarnya yang memiliki pola berulang setiap tahun, KLHK mendorong 2 cara berupa mitigasi dan adaptasi.",mengingat tren pencemaran udara jakarta  sekitarnya  memiliki pola berulang setiap tahun klhk mendorong cara berupa mitigasi  adaptasi,"['tren', 'pencemaran', 'udara', 'jakarta', 'memiliki', 'pola', 'berulang', 'klhk', 'mendorong', 'mitigasi', 'adaptasi']","['tren', 'cemar', 'udara', 'jakarta', 'milik', 'pola', 'ulang', 'klhk', 'dorong', 'mitigasi', 'adaptasi']",tren cemar udara jakarta milik pola ulang klhk dorong mitigasi adaptasi
Jakarta International Marathon digelar di Jakarta hari ini. Bagaimana kualitas udara di Jakarta pagi ini?,jakarta international marathon digelar  jakarta hari  bagaimana kualitas udara  jakarta pagi,"['jakarta', 'international', 'marathon', 'digelar', 'jakarta', 'kualitas', 'udara', 'jakarta', 'pagi']","['jakarta', 'international', 'marathon', 'gelar', 'jakarta', 'kualitas', 'udara', 'jakarta', 'pagi']",jakarta international marathon gelar jakarta kualitas udara jakarta pagi
Penjabat (Pj) Gubernur DKI Jakarta Heru Budi Hartono merespons soal kategori polusi di Jakarta hari ini yang buruk berdasarkan situs IQ Air.,penjabat pj gubernur dki jakarta heru budi hartono merespons soal kategori polusi  jakarta hari   buruk berdasarkan situs iq air,"['penjabat', 'pj', 'gubernur', 'dki', 'jakarta', 'heru', 'budi', 'hartono', 'merespons', 'kategori', 'polusi', 'jakarta', 'buruk', 'berdasarkan', 'situs', 'iq', 'air']","['jabat', 'pj', 'gubernur', 'dki', 'jakarta', 'heru', 'budi', 'hartono', 'respons', 'kategori', 'polusi', 'jakarta', 'buruk', 'dasar', 'situs', 'iq', 'air']",jabat pj gubernur dki jakarta heru budi hartono respons kategori polusi jakarta buruk dasar situs iq air
Gelaran Festival LIKE-2 mengusung tema besar '10 Tahun Kerja untuk Sustainabilitas' dan akan terbagi menjadi 3 sub tematik,gelaran festival like mengusung tema besar tahun kerja untuk sustainabilitas  akan terbagi menjadi sub tematik,"['gelaran', 'festival', 'like', 'mengusung', 'tema', 'kerja', 'sustainabilitas', 'terbagi', 'sub', 'tematik']","['gelar', 'festival', 'like', 'usung', 'tema', 'kerja', 'sustainabilitas', 'bagi', 'sub', 'tematik']",gelar festival like usung tema kerja sustainabilitas bagi sub tematik
Bangladesh menjadi negara paling polusi sedunia pada 2023. Indonesia masuk jajaran 15 besar.,bangladesh menjadi negara paling polusi sedunia pada indonesia masuk jajaran besar,"['bangladesh', 'negara', 'polusi', 'sedunia', 'indonesia', 'masuk', 'jajaran']","['bangladesh', 'negara', 'polusi', 'dunia', 'indonesia', 'masuk', 'jajar']",bangladesh negara polusi dunia indonesia masuk jajar
"Peneliti Badan Riset dan Inovasi Nasional (BRIN) memprediksi warga Indonesia bakal kehilangan 2,5 tahun dari usia harapan hidup (UHH) akibat polusi udara.",peneliti badan riset  inovasi nasional brin memprediksi warga indonesia bakal kehilangan tahun dari usia harapan hidup uhh akibat polusi udara,"['peneliti', 'badan', 'riset', 'inovasi', 'nasional', 'brin', 'memprediksi', 'warga', 'indonesia', 'kehilangan', 'usia', 'harapan', 'hidup', 'uhh', 'akibat', 'polusi', 'udara']","['teliti', 'badan', 'riset', 'inovasi', 'nasional', 'brin', 'prediksi', 'warga', 'indonesia', 'hilang', 'usia', 'harap', 'hidup', 'uhh', 'akibat', 'polusi', 'udara']",teliti badan riset inovasi nasional brin prediksi warga indonesia hilang usia harap hidup uhh akibat polusi udara
Tesla digugat oleh nirlaba Environmental Democracy Project karena dituding biang kerok polusi udara.,tesla digugat oleh nirlaba environmental democracy project karena dituding biang kerok polusi udara,"['tesla', 'digugat', 'nirlaba', 'environmental', 'democracy', 'project', 'dituding', 'biang', 'kerok', 'polusi', 'udara']","['tesla', 'gugat', 'nirlaba', 'environmental', 'democracy', 'project', 'tuding', 'biang', 'kerok', 'polusi', 'udara']",tesla gugat nirlaba environmental democracy project tuding biang kerok polusi udara
Anies Baswedan mengingatkan pentingnya kolaborasi antarwilayah untuk mengatasi masalah polusi udara di Jakarta.,anies baswedan mengingatkan pentingnya kolaborasi antarwilayah untuk mengatasi masalah polusi udara  jakarta,"['anies', 'baswedan', 'kolaborasi', 'antarwilayah', 'mengatasi', 'polusi', 'udara', 'jakarta']","['anies', 'baswedan', 'kolaborasi', 'antarwilayah', 'atas', 'polusi', 'udara', 'jakarta']",anies baswedan kolaborasi antarwilayah atas polusi udara jakarta
"Timnas Irak sedang berusaha beradaptasi di Jakarta. Dalam laporan Federasi Sepakbola Irak (IFA), cuaca di Jakarta lembab dan panas.",timnas irak sedang berusaha beradaptasi  jakarta dalam laporan federasi sepakbola irak ifa cuaca  jakarta lembab  panas,"['timnas', 'irak', 'berusaha', 'beradaptasi', 'jakarta', 'laporan', 'federasi', 'sepakbola', 'irak', 'ifa', 'cuaca', 'jakarta', 'lembab', 'panas']","['timnas', 'irak', 'usaha', 'adaptasi', 'jakarta', 'lapor', 'federasi', 'sepakbola', 'irak', 'ifa', 'cuaca', 'jakarta', 'lembab', 'panas']",timnas irak usaha adaptasi jakarta lapor federasi sepakbola irak ifa cuaca jakarta lembab panas
Gibran Rakabuming Raka memiliki cara untuk mendukung produk lokal. Salah satu yang dilakukan Gibran adalah ikut membeli dan mempromosikan produk lokal.,gibran rakabuming raka memiliki cara untuk mendukung produk lokal salah satu  dilakukan gibran adalah ikut membeli  mempromosikan produk lokal,"['gibran', 'rakabuming', 'raka', 'memiliki', 'mendukung', 'produk', 'lokal', 'salah', 'gibran', 'membeli', 'mempromosikan', 'produk', 'lokal']","['gibran', 'rakabuming', 'raka', 'milik', 'dukung', 'produk', 'lokal', 'salah', 'gibran', 'beli', 'promosi', 'produk', 'lokal']",gibran rakabuming raka milik dukung produk lokal salah gibran beli promosi produk lokal
Sejumlah warga menuangkan segala harapan dan doanya untuk DKI Jakarta yang tengah merayakan HUT ke-497 pada hari ini.,sejumlah warga menuangkan segala harapan  doanya untuk dki jakarta  tengah merayakan hut ke pada hari,"['warga', 'menuangkan', 'harapan', 'doanya', 'dki', 'jakarta', 'merayakan', 'hut']","['warga', 'tuang', 'harap', 'doa', 'dki', 'jakarta', 'raya', 'hut']",warga tuang harap doa dki jakarta raya hut
"Pj Gubernur DKI Jakarta Heru Budi Hartono menanggapi soal polusi udara di Jakarta tinggi. Kata dia, di Jakarta ada water mist hingga pembatasan kendaraan.",pj gubernur dki jakarta heru budi hartono menanggapi soal polusi udara  jakarta tinggi kata dia  jakarta ada water mist hingga pembatasan kendaraan,"['pj', 'gubernur', 'dki', 'jakarta', 'heru', 'budi', 'hartono', 'menanggapi', 'polusi', 'udara', 'jakarta', 'jakarta', 'water', 'mist', 'pembatasan', 'kendaraan']","['pj', 'gubernur', 'dki', 'jakarta', 'heru', 'budi', 'hartono', 'tanggap', 'polusi', 'udara', 'jakarta', 'jakarta', 'water', 'mist', 'batas', 'kendara']",pj gubernur dki jakarta heru budi hartono tanggap polusi udara jakarta jakarta water mist batas kendara
Ramadan menjadi momen untuk membersihkan diri sekaligus meningkatkan kualitas ibadah. Simak kultum Nasaruddin Umar mengenai hal ini dalam artikel berikut.,ramadan menjadi momen untuk membersihkan diri sekaligus meningkatkan kualitas ibadah simak kultum nasaruddin umar mengenai hal  dalam artikel berikut,"['ramadan', 'momen', 'membersihkan', 'meningkatkan', 'kualitas', 'ibadah', 'simak', 'kultum', 'nasaruddin', 'umar', 'artikel']","['ramadan', 'momen', 'bersih', 'tingkat', 'kualitas', 'ibadah', 'simak', 'kultum', 'nasaruddin', 'umar', 'artikel']",ramadan momen bersih tingkat kualitas ibadah simak kultum nasaruddin umar artikel
Dinas Lingkungan Hidup (DLH) DKI Jakarta menyebutkan kualitas udara di kawasan DKI Jakarta semakin meningkat dengan kategori baik.,dinas lingkungan hidup dlh dki jakarta menyebutkan kualitas udara  kawasan dki jakarta semakin meningkat dengan kategori baik,"['dinas', 'lingkungan', 'hidup', 'dlh', 'dki', 'jakarta', 'kualitas', 'udara', 'kawasan', 'dki', 'jakarta', 'meningkat', 'kategori']","['dinas', 'lingkung', 'hidup', 'dlh', 'dki', 'jakarta', 'kualitas', 'udara', 'kawasan', 'dki', 'jakarta', 'tingkat', 'kategori']",dinas lingkung hidup dlh dki jakarta kualitas udara kawasan dki jakarta tingkat kategori
Pj Gubernur DKI Jakarta Heru Budi Hartono memberikan tanggapan soal polusi udara di Jakarta tinggi. Heru mengungkap sejumlah langkah untuk mengatasinya.,pj gubernur dki jakarta heru budi hartono memberikan tanggapan soal polusi udara  jakarta tinggi heru mengungkap sejumlah langkah untuk mengatasinya,"['pj', 'gubernur', 'dki', 'jakarta', 'heru', 'budi', 'hartono', 'tanggapan', 'polusi', 'udara', 'jakarta', 'heru', 'mengungkap', 'langkah', 'mengatasinya']","['pj', 'gubernur', 'dki', 'jakarta', 'heru', 'budi', 'hartono', 'tanggap', 'polusi', 'udara', 'jakarta', 'heru', 'ungkap', 'langkah', 'atas']",pj gubernur dki jakarta heru budi hartono tanggap polusi udara jakarta heru ungkap langkah atas
Sebagian daerah di Jatim pada Kamis 18 April sore terkategori memiliki tingkat polusi sedang hingga tinggi. Simak daftarnya.,sebagian daerah  jatim pada kamis april sore terkategori memiliki tingkat polusi sedang hingga tinggi simak daftarnya,"['daerah', 'jatim', 'kamis', 'april', 'sore', 'terkategori', 'memiliki', 'tingkat', 'polusi', 'simak', 'daftarnya']","['daerah', 'jatim', 'kamis', 'april', 'sore', 'kategori', 'milik', 'tingkat', 'polusi', 'simak', 'daftar']",daerah jatim kamis april sore kategori milik tingkat polusi simak daftar
Isu kebijakan ini santer terdengar saat kondisi udara Jakarta sedang tidak baik-baik saja,isu kebijakan  santer terdengar saat kondisi udara jakarta sedang tidak baikbaik saja,"['isu', 'kebijakan', 'santer', 'terdengar', 'kondisi', 'udara', 'jakarta', 'baikbaik']","['isu', 'bijak', 'santer', 'dengar', 'kondisi', 'udara', 'jakarta', 'baikbaik']",isu bijak santer dengar kondisi udara jakarta baikbaik
"Sebanyak 99% penduduk dunia menghirup udara dengan polusi tinggi, bahkan di 2022 emisi karbon dioksida telah mencapai rekor tertinggi. Mangrove adalah solusinya",sebanyak penduduk dunia menghirup udara dengan polusi tinggi bahkan  emisi karbon dioksida telah mencapai rekor tertinggi mangrove adalah solusinya,"['penduduk', 'dunia', 'menghirup', 'udara', 'polusi', 'emisi', 'karbon', 'dioksida', 'mencapai', 'rekor', 'tertinggi', 'mangrove', 'solusinya']","['duduk', 'dunia', 'hirup', 'udara', 'polusi', 'emisi', 'karbon', 'dioksida', 'capai', 'rekor', 'tinggi', 'mangrove', 'solusi']",duduk dunia hirup udara polusi emisi karbon dioksida capai rekor tinggi mangrove solusi
"Di Amerika Serikat, terdapat banyak kota yang padat penduduk mengalami polusi yang buruk pula. Kota ini mengandung polusi partikel dan ozon yang tak sehat.",amerika serikat terdapat banyak kota  padat penduduk mengalami polusi  buruk pula kota  mengandung polusi partikel  ozon  tak sehat,"['amerika', 'serikat', 'kota', 'padat', 'penduduk', 'mengalami', 'polusi', 'buruk', 'kota', 'mengandung', 'polusi', 'partikel', 'ozon', 'sehat']","['amerika', 'serikat', 'kota', 'padat', 'duduk', 'alami', 'polusi', 'buruk', 'kota', 'kandung', 'polusi', 'partikel', 'ozon', 'sehat']",amerika serikat kota padat duduk alami polusi buruk kota kandung polusi partikel ozon sehat
"Memasuki H-5 Lebaran 2024, antrean kendaraan mulai mengular di GT Cikampek Utama. Antrean kendaraan didominasi oleh kendaraan pribadi.",memasuki h lebaran antrean kendaraan mulai mengular  gt cikampek utama antrean kendaraan didominasi oleh kendaraan pribadi,"['memasuki', 'h', 'lebaran', 'antrean', 'kendaraan', 'mengular', 'gt', 'cikampek', 'utama', 'antrean', 'kendaraan', 'didominasi', 'kendaraan', 'pribadi']","['pasuk', 'h', 'lebaran', 'antre', 'kendara', 'ular', 'gt', 'cikampek', 'utama', 'antre', 'kendara', 'dominasi', 'kendara', 'pribadi']",pasuk h lebaran antre kendara ular gt cikampek utama antre kendara dominasi kendara pribadi
Situs IQ Air menempatkan Jakarta sebagai kota dengan tingkat polusi udara tertinggi di dunia pagi ini. IQ Air menyatakan kualitas udara di Jakarta tidak sehat.,situs iq air menempatkan jakarta sebagai kota dengan tingkat polusi udara tertinggi  dunia pagi  iq air menyatakan kualitas udara  jakarta tidak sehat,"['situs', 'iq', 'air', 'menempatkan', 'jakarta', 'kota', 'tingkat', 'polusi', 'udara', 'tertinggi', 'dunia', 'pagi', 'iq', 'air', 'kualitas', 'udara', 'jakarta', 'sehat']","['situs', 'iq', 'air', 'tempat', 'jakarta', 'kota', 'tingkat', 'polusi', 'udara', 'tinggi', 'dunia', 'pagi', 'iq', 'air', 'kualitas', 'udara', 'jakarta', 'sehat']",situs iq air tempat jakarta kota tingkat polusi udara tinggi dunia pagi iq air kualitas udara jakarta sehat
"Penduduk Indonesia diperkirakan akan kehilangan 2,5 tahun dari usia harapan hidup (UHH) akibat polusi udara. Apa alasannya?",penduduk indonesia diperkirakan akan kehilangan tahun dari usia harapan hidup uhh akibat polusi udara apa alasannya,"['penduduk', 'indonesia', 'kehilangan', 'usia', 'harapan', 'hidup', 'uhh', 'akibat', 'polusi', 'udara', 'alasannya']","['duduk', 'indonesia', 'hilang', 'usia', 'harap', 'hidup', 'uhh', 'akibat', 'polusi', 'udara', 'alas']",duduk indonesia hilang usia harap hidup uhh akibat polusi udara alas
Ikatan Dokter Indonesia (IDI) menjelaskan faktor-faktor yang memicu buruknya kualitas udara di dalam rumah. Apa saja?,ikatan dokter indonesia idi menjelaskan faktorfaktor  memicu buruknya kualitas udara  dalam rumah apa saja,"['ikatan', 'dokter', 'indonesia', 'idi', 'faktorfaktor', 'memicu', 'buruknya', 'kualitas', 'udara', 'rumah']","['ikat', 'dokter', 'indonesia', 'idi', 'faktorfaktor', 'picu', 'buruk', 'kualitas', 'udara', 'rumah']",ikat dokter indonesia idi faktorfaktor picu buruk kualitas udara rumah
DLH DKI Jakarta menyatakan kualitas udara Jakarta moderat tepat hari gelaran tersebut.,dlh dki jakarta menyatakan kualitas udara jakarta moderat tepat hari gelaran tersebut,"['dlh', 'dki', 'jakarta', 'kualitas', 'udara', 'jakarta', 'moderat', 'gelaran']","['dlh', 'dki', 'jakarta', 'kualitas', 'udara', 'jakarta', 'moderat', 'gelar']",dlh dki jakarta kualitas udara jakarta moderat gelar
Banyak orang yang belum tahu bahwa kualitas udara yang buruk bisa mempengaruhi tidak hanya kesehatan.,banyak orang  belum tahu bahwa kualitas udara  buruk bisa mempengaruhi tidak hanya kesehatan,"['orang', 'kualitas', 'udara', 'buruk', 'mempengaruhi', 'kesehatan']","['orang', 'kualitas', 'udara', 'buruk', 'pengaruh', 'sehat']",orang kualitas udara buruk pengaruh sehat
 Polusi udara di perkotaan dapat mengganggu kesehatan pernapasan. Yuk,polusi udara  perkotaan dapat mengganggu kesehatan pernapasan yuk,"['polusi', 'udara', 'perkotaan', 'mengganggu', 'kesehatan', 'pernapasan', 'yuk']","['polusi', 'udara', 'kota', 'ganggu', 'sehat', 'napas', 'yuk']",polusi udara kota ganggu sehat napas yuk
 cek cara menjaga kualitas udara di rumah tanpa air purifier.,cek cara menjaga kualitas udara  rumah tanpa air purifier,"['cek', 'menjaga', 'kualitas', 'udara', 'rumah', 'air', 'purifier']","['cek', 'jaga', 'kualitas', 'udara', 'rumah', 'air', 'purifier']",cek jaga kualitas udara rumah air purifier
 Penyebab kualitas udara di Jabodetabek yang menurun beberapa hari lalu diungkap oleh KLHK. Emisi kendaraan hingga pembakaran sampah menjadi faktor utama.,penyebab kualitas udara  jabodetabek  menurun beberapa hari lalu diungkap oleh klhk emisi kendaraan hingga pembakaran sampah menjadi faktor utama,"['penyebab', 'kualitas', 'udara', 'jabodetabek', 'menurun', 'diungkap', 'klhk', 'emisi', 'kendaraan', 'pembakaran', 'sampah', 'faktor', 'utama']","['sebab', 'kualitas', 'udara', 'jabodetabek', 'turun', 'ungkap', 'klhk', 'emisi', 'kendara', 'bakar', 'sampah', 'faktor', 'utama']",sebab kualitas udara jabodetabek turun ungkap klhk emisi kendara bakar sampah faktor utama
 KLHK mengungkap adanya penurunan kuatitas udara di Jakarta. Setidaknya ada 3 faktor yang jadi penyebabnya. Berikut pemaparan KLHK.,klhk mengungkap adanya penurunan kuatitas udara  jakarta setidaknya ada faktor  jadi penyebabnya berikut pemaparan klhk,"['klhk', 'mengungkap', 'penurunan', 'kuatitas', 'udara', 'jakarta', 'faktor', 'penyebabnya', 'pemaparan', 'klhk']","['klhk', 'ungkap', 'turun', 'kuatitas', 'udara', 'jakarta', 'faktor', 'sebab', 'papar', 'klhk']",klhk ungkap turun kuatitas udara jakarta faktor sebab papar klhk
 Jakarta ulang tahun ke-497 pada Sabtu Kado terburuk  kualitas udara Jakarta jadi yang terburuk nomor tiga di dunia.,jakarta ulang tahun ke pada sabtu kado terburuk kualitas udara jakarta jadi  terburuk nomor tiga  dunia,"['jakarta', 'ulang', 'sabtu', 'kado', 'terburuk', 'kualitas', 'udara', 'jakarta', 'terburuk', 'nomor', 'dunia']","['jakarta', 'ulang', 'sabtu', 'kado', 'buruk', 'kualitas', 'udara', 'jakarta', 'buruk', 'nomor', 'dunia']",jakarta ulang sabtu kado buruk kualitas udara jakarta buruk nomor dunia
 (PPI Dunia sarankan beberapa langkah dalam memperbaiki kualitas udara di Indonesia  khususnya Jakarta. Bagaimana caranya?),ppi dunia sarankan beberapa langkah dalam memperbaiki kualitas udara  indonesia khususnya jakarta bagaimana caranya,"['ppi', 'dunia', 'sarankan', 'langkah', 'memperbaiki', 'kualitas', 'udara', 'indonesia', 'jakarta']","['ppi', 'dunia', 'saran', 'langkah', 'baik', 'kualitas', 'udara', 'indonesia', 'jakarta']",ppi dunia saran langkah baik kualitas udara indonesia jakarta
Pengembang bisa menjadi prime mover yang memicu penerapan green property terkait aktivitas pengembangan proyeknya.,pengembang bisa menjadi prime mover  memicu penerapan green property terkait aktivitas pengembangan proyeknya,"['pengembang', 'prime', 'mover', 'memicu', 'penerapan', 'green', 'property', 'terkait', 'aktivitas', 'pengembangan', 'proyeknya']","['kembang', 'prime', 'mover', 'picu', 'terap', 'green', 'property', 'kait', 'aktivitas', 'kembang', 'proyek']",kembang prime mover picu terap green property kait aktivitas kembang proyek
 KLHK melaporkan kualitas udara di Jakarta memburuk. Lalu  langkah apa yang sudah dilakukan? Berikut pernyataan-pernyataan dari KLHK.,klhk melaporkan kualitas udara  jakarta memburuk lalu langkah apa  sudah dilakukan berikut pernyataanpernyataan dari klhk,"['klhk', 'melaporkan', 'kualitas', 'udara', 'jakarta', 'memburuk', 'langkah', 'pernyataanpernyataan', 'klhk']","['klhk', 'lapor', 'kualitas', 'udara', 'jakarta', 'buruk', 'langkah', 'pernyataanpernyataan', 'klhk']",klhk lapor kualitas udara jakarta buruk langkah pernyataanpernyataan klhk
Kualitas udara di Jakarta tetap tak sehat meski jalan raya kosong kendaraan.,kualitas udara  jakarta tetap tak sehat meski jalan raya kosong kendaraan,"['kualitas', 'udara', 'jakarta', 'sehat', 'jalan', 'raya', 'kosong', 'kendaraan']","['kualitas', 'udara', 'jakarta', 'sehat', 'jalan', 'raya', 'kosong', 'kendara']",kualitas udara jakarta sehat jalan raya kosong kendara
 Pj Gubernur DKI Heru Budi beberapa hari lalu menyoroti teknologi modifikasi cuaca (TMC) untuk memperbaiki kualitas udara. Perlukah TMC dilakukan?,pj gubernur dki heru budi beberapa hari lalu menyoroti teknologi modifikasi cuaca tmc untuk memperbaiki kualitas udara perlukah tmc dilakukan,"['pj', 'gubernur', 'dki', 'heru', 'budi', 'menyoroti', 'teknologi', 'modifikasi', 'cuaca', 'tmc', 'memperbaiki', 'kualitas', 'udara', 'tmc']","['pj', 'gubernur', 'dki', 'heru', 'budi', 'sorot', 'teknologi', 'modifikasi', 'cuaca', 'tmc', 'baik', 'kualitas', 'udara', 'tmc']",pj gubernur dki heru budi sorot teknologi modifikasi cuaca tmc baik kualitas udara tmc
Sudah empat tahun upaya hukum dilakukan  tetapi pemerintah justru lalai dan enggan menjalankan putusan yang sudah ditetapkan pengadilan.,sudah empat tahun upaya hukum dilakukan tetapi pemerintah justru lalai  enggan menjalankan putusan  sudah ditetapkan pengadilan,"['upaya', 'hukum', 'pemerintah', 'lalai', 'enggan', 'menjalankan', 'putusan', 'ditetapkan', 'pengadilan']","['upaya', 'hukum', 'perintah', 'lalai', 'enggan', 'jalan', 'putus', 'tetap', 'adil']",upaya hukum perintah lalai enggan jalan putus tetap adil
Polutan utama udara di Jakarta ialah PM 25. Berdasarkan situs BMKG adalah partikel udara yang berukuran lebih kecil dari 2 5 mikron (mikrometer).,polutan utama udara  jakarta ialah pm berdasarkan situs bmkg adalah partikel udara  berukuran lebih kecil dari mikron mikrometer,"['polutan', 'utama', 'udara', 'jakarta', 'pm', 'berdasarkan', 'situs', 'bmkg', 'partikel', 'udara', 'berukuran', 'mikron', 'mikrometer']","['polutan', 'utama', 'udara', 'jakarta', 'pm', 'dasar', 'situs', 'bmkg', 'partikel', 'udara', 'ukur', 'mikron', 'mikrometer']",polutan utama udara jakarta pm dasar situs bmkg partikel udara ukur mikron mikrometer
